pair_id,model,phenomenon,grammatical,ungrammatical,prompt,response,choice,correct,order
ON_UMLAUT_091,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við mönnum.,Þeir mæla við mannum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við mönnum.
B: Þeir mæla við mannum.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_092,llama-3.3-70b-versatile,UMLAUT,Þeir fara til vöngum.,Þeir fara til vangum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fara til vöngum.
B: Þeir fara til vangum.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_093,llama-3.3-70b-versatile,UMLAUT,Þeir fara til öllum.,Þeir fara til allum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fara til öllum.
B: Þeir fara til allum.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_094,llama-3.3-70b-versatile,UMLAUT,Þórr segir stöndum frá því.,Þórr segir standum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Þórr segir standum frá því.
B: Þórr segir stöndum frá því.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_095,llama-3.3-70b-versatile,UMLAUT,Vér öðrum heim ok hvílumsk.,Vér aðrum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér öðrum heim ok hvílumsk.
B: Vér aðrum heim ok hvílumsk.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_096,llama-3.3-70b-versatile,UMLAUT,Óðinn gefr vöngum baug.,Óðinn gefr vangum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Óðinn gefr vöngum baug.
B: Óðinn gefr vangum baug.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_097,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við köllum.,Þeir mæla við kallum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við köllum.
B: Þeir mæla við kallum.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_098,llama-3.3-70b-versatile,UMLAUT,Vér glöðum hér ok bíðum.,Vér glaðum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér glaðum hér ok bíðum.
B: Vér glöðum hér ok bíðum.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_099,llama-3.3-70b-versatile,UMLAUT,Sigurðr segir rögum frá því.,Sigurðr segir ragum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr segir rögum frá því.
B: Sigurðr segir ragum frá því.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_100,llama-3.3-70b-versatile,UMLAUT,Vér jörlum ok sjám Baldr.,Vér jarlum ok sjám Baldr.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér jörlum ok sjám Baldr.
B: Vér jarlum ok sjám Baldr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_101,llama-3.3-70b-versatile,UMLAUT,Þeir gefa mönnum mat.,Þeir gefa mannum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa mönnum mat.
B: Þeir gefa mannum mat.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_102,llama-3.3-70b-versatile,UMLAUT,Vér jörlum hér ok bíðum.,Vér jarlum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér jörlum hér ok bíðum.
B: Vér jarlum hér ok bíðum.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_103,llama-3.3-70b-versatile,UMLAUT,Vér göngum hér ok bíðum.,Vér gangum hér ok bíðum.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér gangum hér ok bíðum.
B: Vér göngum hér ok bíðum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_104,llama-3.3-70b-versatile,UMLAUT,Flosi segir löngum frá því.,Flosi segir langum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Flosi segir langum frá því.
B: Flosi segir löngum frá því.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_105,llama-3.3-70b-versatile,UMLAUT,Þórr segir göngum frá því.,Þórr segir gangum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Þórr segir gangum frá því.
B: Þórr segir göngum frá því.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_106,llama-3.3-70b-versatile,UMLAUT,Vér jörlum heim ok hvílumsk.,Vér jarlum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér jörlum heim ok hvílumsk.
B: Vér jarlum heim ok hvílumsk.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_107,llama-3.3-70b-versatile,UMLAUT,Haukr segir förum frá því.,Haukr segir farum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Haukr segir förum frá því.
B: Haukr segir farum frá því.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_108,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við förum.,Þeir mæla við farum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við förum.
B: Þeir mæla við farum.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_109,llama-3.3-70b-versatile,UMLAUT,Kormákr gefr jörlum baug.,Kormákr gefr jarlum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Kormákr gefr jarlum baug.
B: Kormákr gefr jörlum baug.

Answer with A or B only.",A,A,FALSE,B_gram
ON_UMLAUT_110,llama-3.3-70b-versatile,UMLAUT,Þeir gefa tökum mat.,Þeir gefa takum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa tökum mat.
B: Þeir gefa takum mat.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_111,llama-3.3-70b-versatile,UMLAUT,Þeir gefa glöðum mat.,Þeir gefa glaðum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa glaðum mat.
B: Þeir gefa glöðum mat.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_112,llama-3.3-70b-versatile,UMLAUT,Þeir gefa löngum mat.,Þeir gefa langum mat.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gefa löngum mat.
B: Þeir gefa langum mat.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_113,llama-3.3-70b-versatile,UMLAUT,Óláfr segir tökum frá því.,Óláfr segir takum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Óláfr segir tökum frá því.
B: Óláfr segir takum frá því.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_114,llama-3.3-70b-versatile,UMLAUT,Vér mörgum heim ok hvílumsk.,Vér margum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér mörgum heim ok hvílumsk.
B: Vér margum heim ok hvílumsk.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_115,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við rögum.,Þeir mæla við ragum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við ragum.
B: Þeir mæla við rögum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_116,llama-3.3-70b-versatile,UMLAUT,Vér mörgum ok sjám Kormákr.,Vér margum ok sjám Kormákr.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér mörgum ok sjám Kormákr.
B: Vér margum ok sjám Kormákr.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_117,llama-3.3-70b-versatile,UMLAUT,Þeir mæla við löngum.,Þeir mæla við langum.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir mæla við langum.
B: Þeir mæla við löngum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_118,llama-3.3-70b-versatile,UMLAUT,Vér göngum heim ok hvílumsk.,Vér gangum heim ok hvílumsk.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér göngum heim ok hvílumsk.
B: Vér gangum heim ok hvílumsk.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_119,llama-3.3-70b-versatile,UMLAUT,Sigurðr segir öðrum frá því.,Sigurðr segir aðrum frá því.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr segir öðrum frá því.
B: Sigurðr segir aðrum frá því.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_120,llama-3.3-70b-versatile,UMLAUT,Njáll gefr köllum baug.,Njáll gefr kallum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll gefr köllum baug.
B: Njáll gefr kallum baug.

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_121,llama-3.3-70b-versatile,UMLAUT,Vér öðrum ok sjám Haukr.,Vér aðrum ok sjám Haukr.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér öðrum ok sjám Haukr.
B: Vér aðrum ok sjám Haukr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_122,llama-3.3-70b-versatile,UMLAUT,Ragnarr gefr köllum baug.,Ragnarr gefr kallum baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Ragnarr gefr kallum baug.
B: Ragnarr gefr köllum baug.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_123,llama-3.3-70b-versatile,UMLAUT,Konungr gefr förum gull.,Konungr gefr farum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr farum gull.
B: Konungr gefr förum gull.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_124,llama-3.3-70b-versatile,UMLAUT,Vér stöndum ok sjám Óðinn.,Vér standum ok sjám Óðinn.,"Which of the following Old Norse sentences is grammatically correct?

A: Vér stöndum ok sjám Óðinn.
B: Vér standum ok sjám Óðinn.

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_125,llama-3.3-70b-versatile,UMLAUT,Konungr gefr tökum gull.,Konungr gefr takum gull.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr gefr takum gull.
B: Konungr gefr tökum gull.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_001,llama-3.3-70b-versatile,MIDDLE_VOICE,"Sigurðr mælti : `` Aldri finnst þér vitrari kona í veröldu , ok kenn ek fleiri spekiráð . ''","Sigurðr mælti : `` Aldri finnr þér vitrari kona í veröldu , ok kenn ek fleiri spekiráð . ''","Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr mælti : `` Aldri finnr þér vitrari kona í veröldu , ok kenn ek fleiri spekiráð . ''
B: Sigurðr mælti : `` Aldri finnst þér vitrari kona í veröldu , ok kenn ek fleiri spekiráð . ''

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_002,llama-3.3-70b-versatile,MIDDLE_VOICE,Henni finnst engi kona huglausari né verri . '',Henni finnr engi kona huglausari né verri . '',"Which of the following Old Norse sentences is grammatically correct?

A: Henni finnst engi kona huglausari né verri . ''
B: Henni finnr engi kona huglausari né verri . ''

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_003,llama-3.3-70b-versatile,MIDDLE_VOICE,Mér sýnist sem hans ást sé þér gulli betri . '',Mér sýnir sem hans ást sé þér gulli betri . '',"Which of the following Old Norse sentences is grammatically correct?

A: Mér sýnir sem hans ást sé þér gulli betri . ''
B: Mér sýnist sem hans ást sé þér gulli betri . ''

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_004,llama-3.3-70b-versatile,MIDDLE_VOICE,"Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í öllum fornkvæðum .","Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnr í öllum fornkvæðum .","Which of the following Old Norse sentences is grammatically correct?

A: Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnst í öllum fornkvæðum .
B: Völsungar ok Gjúkungar , at því er menn segja , hafa verit mestir ofrhugar ok ríkismenn , ok svá finnr í öllum fornkvæðum .

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_005,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir fundusk um daginn.,Þeir fundu um daginn.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir fundu um daginn.
B: Þeir fundusk um daginn.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_006,llama-3.3-70b-versatile,MIDDLE_VOICE,Eiríkr ok jarl takask þar.,Eiríkr ok jarl taka þar.,"Which of the following Old Norse sentences is grammatically correct?

A: Eiríkr ok jarl takask þar.
B: Eiríkr ok jarl taka þar.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_007,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir takask um daginn.,Þeir taka um daginn.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir takask um daginn.
B: Þeir taka um daginn.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_008,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn finnask við ána.,Menn finna við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn finna við ána.
B: Menn finnask við ána.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_009,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn hittust ok berjask.,Menn hittu ok berjask.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn hittust ok berjask.
B: Menn hittu ok berjask.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_010,llama-3.3-70b-versatile,MIDDLE_VOICE,Njáll hittask ríkr maðr.,Njáll hitta ríkr maðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll hitta ríkr maðr.
B: Njáll hittask ríkr maðr.

Answer with A or B only.",A,A,FALSE,B_gram
ON_MIDDLE_VOICE_011,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir hittust ok mæla saman.,Þeir hittu ok mæla saman.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir hittust ok mæla saman.
B: Þeir hittu ok mæla saman.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_012,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir setjask í bardaga.,Þeir setja í bardaga.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir setja í bardaga.
B: Þeir setjask í bardaga.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_013,llama-3.3-70b-versatile,MIDDLE_VOICE,Óðinn tókusk konungr.,Óðinn tóku konungr.,"Which of the following Old Norse sentences is grammatically correct?

A: Óðinn tókusk konungr.
B: Óðinn tóku konungr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_014,llama-3.3-70b-versatile,MIDDLE_VOICE,Víkingar takask á hólminum.,Víkingar taka á hólminum.,"Which of the following Old Norse sentences is grammatically correct?

A: Víkingar taka á hólminum.
B: Víkingar takask á hólminum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_015,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir kallask í bardaga.,Þeir kalla í bardaga.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir kalla í bardaga.
B: Þeir kallask í bardaga.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_016,llama-3.3-70b-versatile,MIDDLE_VOICE,Eiríkr gerðusk við Þórr.,Eiríkr gerðu við Þórr.,"Which of the following Old Norse sentences is grammatically correct?

A: Eiríkr gerðu við Þórr.
B: Eiríkr gerðusk við Þórr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_017,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn kallast í skóginum.,Menn kallar í skóginum.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn kallar í skóginum.
B: Menn kallast í skóginum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_018,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn takask við ána.,Menn taka við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn takask við ána.
B: Menn taka við ána.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_019,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn takask í skóginum.,Menn taka í skóginum.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn takask í skóginum.
B: Menn taka í skóginum.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_020,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir finnask um daginn.,Þeir finna um daginn.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir finna um daginn.
B: Þeir finnask um daginn.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_021,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn hittask við ána.,Menn hitta við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn hittask við ána.
B: Menn hitta við ána.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_022,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir settust ok mæla saman.,Þeir settu ok mæla saman.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir settu ok mæla saman.
B: Þeir settust ok mæla saman.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_023,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn gerask í skóginum.,Menn gera í skóginum.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn gera í skóginum.
B: Menn gerask í skóginum.

Answer with A or B only.",A,A,FALSE,B_gram
ON_MIDDLE_VOICE_024,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn settust ok berjask.,Menn settu ok berjask.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn settu ok berjask.
B: Menn settust ok berjask.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_025,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn finnst í skóginum.,Menn finnr í skóginum.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn finnr í skóginum.
B: Menn finnst í skóginum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_026,llama-3.3-70b-versatile,MIDDLE_VOICE,Konungar leggjask í Noregi.,Konungar leggja í Noregi.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungar leggja í Noregi.
B: Konungar leggjask í Noregi.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_027,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir tókusk í morgin.,Þeir tóku í morgin.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir tókusk í morgin.
B: Þeir tóku í morgin.

Answer with A or B only.",B,B,FALSE,A_gram
ON_MIDDLE_VOICE_028,llama-3.3-70b-versatile,MIDDLE_VOICE,Flosi kallast konungr.,Flosi kallar konungr.,"Which of the following Old Norse sentences is grammatically correct?

A: Flosi kallar konungr.
B: Flosi kallast konungr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_029,llama-3.3-70b-versatile,MIDDLE_VOICE,Kormákr ok Skarpheðinn börðusk þar.,Kormákr ok Skarpheðinn börðu þar.,"Which of the following Old Norse sentences is grammatically correct?

A: Kormákr ok Skarpheðinn börðu þar.
B: Kormákr ok Skarpheðinn börðusk þar.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_030,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn leggjask við ána.,Menn leggja við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn leggjask við ána.
B: Menn leggja við ána.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_031,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn tókusk við ána.,Menn tóku við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn tókusk við ána.
B: Menn tóku við ána.

Answer with A or B only.",B,B,FALSE,A_gram
ON_MIDDLE_VOICE_032,llama-3.3-70b-versatile,MIDDLE_VOICE,Sigurðr ok Njáll fundusk þar.,Sigurðr ok Njáll fundu þar.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr ok Njáll fundu þar.
B: Sigurðr ok Njáll fundusk þar.

Answer with A or B only.",A,A,FALSE,B_gram
ON_MIDDLE_VOICE_033,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn leggjask ok berjask.,Menn leggja ok berjask.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn leggja ok berjask.
B: Menn leggjask ok berjask.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_034,llama-3.3-70b-versatile,MIDDLE_VOICE,Konungar börðusk í Noregi.,Konungar börðu í Noregi.,"Which of the following Old Norse sentences is grammatically correct?

A: Konungar börðu í Noregi.
B: Konungar börðusk í Noregi.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_035,llama-3.3-70b-versatile,MIDDLE_VOICE,Þórr kallast ríkr maðr.,Þórr kallar ríkr maðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Þórr kallar ríkr maðr.
B: Þórr kallast ríkr maðr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_036,llama-3.3-70b-versatile,MIDDLE_VOICE,Njáll tókusk við Sigurðr.,Njáll tóku við Sigurðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll tóku við Sigurðr.
B: Njáll tókusk við Sigurðr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_037,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir setjask um daginn.,Þeir setja um daginn.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir setjask um daginn.
B: Þeir setja um daginn.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_038,llama-3.3-70b-versatile,MIDDLE_VOICE,Víkingar gerask á hólminum.,Víkingar gera á hólminum.,"Which of the following Old Norse sentences is grammatically correct?

A: Víkingar gerask á hólminum.
B: Víkingar gera á hólminum.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_039,llama-3.3-70b-versatile,MIDDLE_VOICE,Ragnarr kallask ríkr maðr.,Ragnarr kalla ríkr maðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Ragnarr kallask ríkr maðr.
B: Ragnarr kalla ríkr maðr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_040,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn börðusk í skóginum.,Menn börðu í skóginum.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn börðusk í skóginum.
B: Menn börðu í skóginum.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_041,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir finnask ok mæla saman.,Þeir finna ok mæla saman.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir finna ok mæla saman.
B: Þeir finnask ok mæla saman.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_042,llama-3.3-70b-versatile,MIDDLE_VOICE,Eiríkr berjask ríkr maðr.,Eiríkr berja ríkr maðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Eiríkr berja ríkr maðr.
B: Eiríkr berjask ríkr maðr.

Answer with A or B only.",A,A,FALSE,B_gram
ON_MIDDLE_VOICE_043,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir gerðusk ok fara heim.,Þeir gerðu ok fara heim.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir gerðu ok fara heim.
B: Þeir gerðusk ok fara heim.

Answer with A or B only.",A,A,FALSE,B_gram
ON_MIDDLE_VOICE_044,llama-3.3-70b-versatile,MIDDLE_VOICE,Sigurðr snúask ríkr maðr.,Sigurðr snúa ríkr maðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr snúa ríkr maðr.
B: Sigurðr snúask ríkr maðr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_045,llama-3.3-70b-versatile,MIDDLE_VOICE,Sigurðr gerðusk ríkr maðr.,Sigurðr gerðu ríkr maðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr gerðusk ríkr maðr.
B: Sigurðr gerðu ríkr maðr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_046,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir hittask ok fara heim.,Þeir hitta ok fara heim.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir hitta ok fara heim.
B: Þeir hittask ok fara heim.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_047,llama-3.3-70b-versatile,MIDDLE_VOICE,Eiríkr ok jarl leggjask þar.,Eiríkr ok jarl leggja þar.,"Which of the following Old Norse sentences is grammatically correct?

A: Eiríkr ok jarl leggjask þar.
B: Eiríkr ok jarl leggja þar.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_048,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn hittust við ána.,Menn hittu við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn hittu við ána.
B: Menn hittust við ána.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_049,llama-3.3-70b-versatile,MIDDLE_VOICE,Njáll ok Þórr finnask þar.,Njáll ok Þórr finna þar.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll ok Þórr finna þar.
B: Njáll ok Þórr finnask þar.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_050,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir berjask í bardaga.,Þeir berja í bardaga.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir berjask í bardaga.
B: Þeir berja í bardaga.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_051,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn kallast við ána.,Menn kallar við ána.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn kallar við ána.
B: Menn kallast við ána.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_052,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn takask ok berjask.,Menn taka ok berjask.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn takask ok berjask.
B: Menn taka ok berjask.

Answer with A or B only.",A,A,TRUE,A_gram
ON_MIDDLE_VOICE_053,llama-3.3-70b-versatile,MIDDLE_VOICE,Menn snúask í skóginum.,Menn snúa í skóginum.,"Which of the following Old Norse sentences is grammatically correct?

A: Menn snúa í skóginum.
B: Menn snúask í skóginum.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_054,llama-3.3-70b-versatile,MIDDLE_VOICE,Óláfr finnask við Sigurðr.,Óláfr finna við Sigurðr.,"Which of the following Old Norse sentences is grammatically correct?

A: Óláfr finna við Sigurðr.
B: Óláfr finnask við Sigurðr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_MIDDLE_VOICE_055,llama-3.3-70b-versatile,MIDDLE_VOICE,Þeir hittask í bardaga.,Þeir hitta í bardaga.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir hittask í bardaga.
B: Þeir hitta í bardaga.

Answer with A or B only.",A,A,TRUE,A_gram
